Dish ID,Predicted Ingredients,Precision,Recall,Ingredients num Predicted
dish_1560368972,"['From what is visible on the white square plate:', 'Jasmine rice (white rice)', 'Chicken pieces (appears to be cooked)', 'Fresh cilantro leaves', 'Green peppers (appears to be bell peppers)', 'Note: The image quality and lighting make it challenging to identify additional ingredients with complete certainty.']",,,
dish_1560368990,"['In this plate I can identify:', 'White jasmine rice', 'Green leaf lettuce', 'Chicken pieces (appears to be sautéed or pan-cooked)', 'Fresh parsley (garnish)', 'Note: The image quality and angle make it difficult to identify any specific seasonings or marinades on the chicken, though there appears to be some herbs visible on the meat.']",,,
dish_1560369008,"['Romaine lettuce', 'White steamed rice', 'Caesar salad croutons (visible in salad)', 'What appears to be a chicken breast with herbs', 'Parmesan cheese shavings (visible on salad)', 'Note: Due to image quality and angle, some ingredients that might be present in sauces or seasonings are not clearly identifiable enough to list with certainty.']",,,
dish_1560369080,"['Mixed lettuce leaves (appears to include red leaf lettuce and green leaf varieties)', 'Red butter lettuce', 'Dark green/red oakleaf lettuce', 'Note: The image shows primarily leafy greens on a white square plate. The lighting makes it difficult to identify any other specific ingredients with certainty.']",,,
dish_1560369102,"['Green asparagus spears', 'Mixed lettuce leaves (including red leaf lettuce)', 'Spring mix/mesclun greens']",,,
dish_1560369122,"['Asparagus spears', 'Mixed lettuce (Red leaf lettuce and green leaf varieties)', 'Honeydew melon cubes']",,,
dish_1560369146,"['Mixed lettuce greens (appears to include red leaf lettuce)', 'Steamed asparagus spears', 'White rice (appears to be long-grain)', 'Chicken breast (appears poached or steamed)', 'Fresh cucumber chunks', 'Leafy herbs (appears to be parsley or similar tender herb)']",,,
dish_1560369255,"['From the remnants visible on this white plate, I can identify:', 'Pine nuts', 'Basil leaves', 'Parmesan shavings (based on the light-colored cheese remnants)', 'Note: The plate appears to be mostly finished/eaten, so identification of all original ingredients is limited to what remains visible.']",,,
dish_1560369273,"[""Based on what's visible on the plate:"", 'Chicken breast pieces (appears to be grilled or pan-fried)', 'Pine nuts (scattered)', 'Green basil leaf', 'White sauce/mayonnaise (on the side)', 'Brown sauce residue (appears to be a reduction or marinade)']",,,
dish_1560369294,"['Fresh green asparagus spears', 'Roasted or grilled chicken breast', 'Chopped almonds (appears to be sliced/slivered as garnish)', 'Brown pan sauce/gravy residue', 'Appears to be a second protein portion (possibly another chicken preparation or pork)', 'The lighting and image quality make it challenging to be more specific about some components, particularly the second protein portion on the plate.']",,,
dish_1560369313,"['Ingredients visible on plate:', 'White rice', 'Fresh green asparagus spears', 'Chicken breast (appears to be pan-seared)', 'Garlic (visible as fragments)', 'Light-colored sauce residue (possibly butter or cream-based)', 'Toasted nuts (appears to be almond slivers)']",,,
dish_1560369403,"['Ingredients visible on plate:', 'White rice', 'Green asparagus spears', 'Chicken breast (appears pan-seared)', 'Carrots', 'What appears to be breadcrumb topping', 'Brown sauce (likely a gravy or pan sauce)', 'The lighting and image quality make it difficult to identify with complete certainty any additional ingredients or specific varieties/preparations beyond these core components.']",,,
dish_1560369421,"['Steamed white rice', 'Green asparagus spears', 'Sliced roasted turkey breast', 'Mushrooms (appears to be button or cremini)', 'Carrots', 'Eggplant', 'Breadcrumbs or panko topping', 'Garlic (visible in the sauce/seasoning)', 'Parsley (garnish)']",,,
dish_1560370137,"[' Wild arugula (Eruca sativa)', ' Green asparagus spears', ' Almond slivers']",,,
dish_1560441311,"[' Bacon strips (appears to be streaky bacon)', ' Roasted/fried potato chunks', ' Cauliflower florets (appears blanched or steamed)', ' Breadcrumbs (appears toasted)']",,,
dish_1560441339,"[' Scrambled eggs', ' Bacon strips', ' Home-style potatoes (appears to be russet variety)', ' Wheat toast crumbs', ' Hash browns (appears to be shredded potato)']",,,
dish_1560441529,"['Watermelon chunks', 'Cantaloupe cubes', 'Fresh blueberries', 'Mango pieces']",,,
dish_1560442303,"['Scrambled eggs', 'Bacon strips', 'Quinoa or couscous (appears brown/beige in color)', 'Fresh strawberries', 'Fresh blackberries', 'Fresh blueberries']",,,
dish_1560443565,"['Honeydew melon chunks', 'Cantaloupe chunks', 'Fresh raspberries', 'Fresh blackberries', 'Fresh blueberries', 'Red grapes']",,,
dish_1560443607,"['Fresh Fruits and Cheese Plate:', 'Red seedless grapes', 'Fresh blueberries', 'Fresh strawberries', 'Honeydew melon chunks', 'Fresh pineapple chunks', 'Fresh mozzarella (torn pieces)']",,,
dish_1560444637,"['Thick-cut bacon strips', 'Fresh strawberries', 'Roasted sweet potatoes (appears to be diced)', 'Scrambled eggs', 'Blueberries (visible in small quantity)']",,,
dish_1560444785,"['Honeydew melon (cubed)', 'Watermelon (cubed)', 'Cheddar cheese (cubed/sliced)', 'Bacon strips (cooked crispy)']",,,
dish_1560444815,"['Watermelon (cubed)', 'Honeydew melon (cubed)', 'Pineapple (cubed)', 'Scrambled eggs', 'Bacon strips (appears to be crispy cooked)']",,,
dish_1560444931,"[' Watermelon (red flesh, cubed)', ' Pineapple (yellow chunks)', ' Honeydew melon (light green pieces)', ' Mango (pale yellow, irregularly cut pieces)']",,,
dish_1560444948,"['Fresh ginger (peeled, julienned)', 'Ripe watermelon (cubed)', 'Fresh pineapple (cubed)', 'Cucumber (chunks)', 'Cherry tomatoes', 'Jalapeño pepper', 'Baby carrots (julienned)', 'Baby spinach leaves']",,,
dish_1560444967,"['Pineapple chunks', 'Scrambled eggs', 'Watermelon cubes', 'Cucumber slices', 'Baby spinach leaves', 'Shredded carrots', 'Cherry tomatoes']",,,
dish_1560444985,"['Ingredients visible on plate:', 'Fresh ginger (appears to be peeled)', 'Fresh pineapple chunks', 'Watermelon cubes', 'Cucumber pieces', 'Shredded carrots', 'Bell peppers (appears to be mixed varieties)', 'Zucchini slices']",,,
dish_1560445004,"['Prosciutto', 'Scrambled eggs', 'Fresh pineapple chunks', 'Watermelon cubes', 'Cucumber slices', 'Baby carrots', 'Jalapeño pepper', 'Cherry tomatoes', 'Mixed sautéed vegetables (appears to contain zucchini)']",,,
dish_1560453132,"['Baby spinach leaves', 'Fresh blueberries', 'Shredded carrots', 'Pumpkin seeds (pepitas)', 'These ingredients appear to be composed as a simple salad on a white square plate.']",,,
dish_1560453150,"['Green beans', 'Baby spinach leaves', 'Fresh blueberries', 'Shredded carrots', 'Pumpkin seeds (pepitas)']",,,
dish_1560453174,"['Green beans', 'Mixed salad greens (appears to be butter lettuce)', 'Shredded carrots', 'Fresh blueberries', 'Chicken (appears to be roasted)', 'Lemon wedge']",,,
dish_1560453275,"['From what is visible on the white plate, I can only discern what appears to be:', ' Zucchini (appears to be a cooked segment)', ' What seems to be a dark sauce or glaze residue', 'Note: The image is somewhat unclear and shows what appears to be a partially eaten portion, making precise ingredient identification challenging.']",,,
dish_1560453294,"['From what is visible on the white plate:', ' Kimchi (Napa cabbage variety)', ' Cherry tomato', ' What appears to be grilled or sautéed vegetables (though specific variety is not clearly identifiable due to image quality)']",,,
dish_1560453328,"['From what is visible on the plate:', 'Chicken breast (appears pan-seared)', 'Cherry tomatoes', 'Kimchi (Korean fermented cabbage)', 'Zucchini', 'Fresh herbs (appears to be scallions/green onions)', 'Mushrooms (possibly button or cremini variety)']",,,
dish_1560453356,"['Cherry tomatoes (grape variety)', 'Grilled chicken breast', 'Kimchi (traditional fermented napa cabbage)', 'Fresh cilantro/coriander (garnish)', 'The image quality makes it somewhat difficult to identify other potential ingredients or seasonings that may be present on the chicken.']",,,
dish_1560453380,"['French green beans (haricots verts)', 'Cherry tomatoes (likely Roma variety)', 'Grilled chicken breast with marinade', 'Fresh parsley garnish']",,,
dish_1560453412,"['Haricots verts (French green beans)', 'Cherry tomatoes', 'Wild or brown rice blend', 'Zucchini', 'Yellow summer squash', 'Yellow onion', 'These ingredients appear to be sautéed or stir-fried as a complete dish served on a white square plate.']",,,
dish_1560454488,"['Mixed Baby Lettuces:', 'Red Oak Leaf Lettuce', 'Green Leaf Lettuce', 'Baby Romaine', 'Small piece of smoked salmon (appears to be a garnish)']",,,
dish_1560454513,"['French green beans (haricots verts)', 'Mixed baby lettuce leaves (includes red leaf lettuce)', 'Mandarin orange segment', 'Spring mix lettuce']",,,
dish_1560454539,"['Brown rice (appears to be long-grain)', 'Green beans (French-style cut)', 'Mixed salad leaves (including red leaf lettuce)', 'Baby carrots', 'Snow peas']",,,
dish_1560454562,"['Wild rice or red rice blend', 'French green beans (haricots verts)', 'Red leaf lettuce', 'Green leaf lettuce', 'Mandarin orange segment', 'Salmon (appears to be glazed)', 'Green onion/scallion garnish', 'Sesame seeds', 'What appears to be an Asian-style sauce or glaze (likely containing soy or teriyaki)', 'Possible fresh herbs (cilantro or parsley visible as garnish)', 'Possible crushed nuts as garnish']",,,
dish_1560455059,"['Shredded carrots', 'Cherry tomatoes', 'Sliced cucumber', 'Diced celery', 'Pine nuts']",,,
dish_1560455090,"['Julienned carrots', 'Cherry tomatoes', 'Sliced English cucumber', 'Sliced celery', 'Slivered almonds']",,,
dish_1560455158,"['Wild arugula (Eruca sativa)', 'Black olives (appear to be Niçoise or similar small variety)']",,,
dish_1560455179,"['Honeydew melon cubes', 'Arugula (rocket) leaves', 'Black olives (appear to be sliced)']",,,
dish_1560455203,"['Honeydew melon (cubed)', 'Arugula (wild/rocket)', 'French green beans (haricots verts)', 'Sunflower seeds (appears to be scattered)']",,,
dish_1560455224,"['Wild arugula', 'Brown rice', 'Green beans', 'Honeydew melon cubes', 'Cheese cubes (appears to be a light-colored hard cheese)', 'Mixed leaf lettuce', 'Black olives (visible as dark specs in the salad portion)']",,,
dish_1560455263,"['Roasted chicken leg/drumstick', 'Brown rice', 'Green beans', 'Arugula (rocket) leaves', 'Honeydew melon cubes', 'White/yellow melon cubes (likely cantaloupe)']",,,
dish_1560455343,"['From what is visible in the image:', 'Green leaf lettuce (appears to be red leaf or oak leaf variety)', 'Mixed baby greens', 'Red onion pieces', 'Note: The image quality and angle make it difficult to definitively identify all ingredients with complete certainty, but these are the clearly visible components on the white square plate.']",,,
dish_1560455380,"['Mixed baby greens (appears to include red leaf lettuce)', 'Baby spinach leaves', 'Shredded carrots', 'Mixed spring lettuce (likely including frisée or curly endive)', 'Red leaf lettuce']",,,
dish_1560455399,"['Ingredients visible on the plate:', 'Mixed salad greens (appears to include leaf lettuce and frisée)', 'Baby spinach leaves', 'Shredded carrots', 'Grilled salmon fillet', 'What appears to be a balsamic or dark vinaigrette dressing']",,,
dish_1560455421,"['Mixed salad greens (appears to include red leaf lettuce and possibly arugula)', 'Grilled or pan-seared salmon fillet', 'Fresh corn on the cob (yellow variety)', 'Carrot shreds', 'Black olives', 'Leafy greens (appears to be spinach or similar dark leafy green)']",,,
dish_1560455442,"['Mixed salad greens (appears to include butter lettuce)', 'Corn on the cob (yellow sweet corn)', 'Ravioli (appears to be topped with cheese and herbs)', 'Julienned carrots', 'Fresh herbs (possibly parsley or thyme)', 'What appears to be a vinaigrette dressing', 'Melted cheese (possibly mozzarella or parmesan) on top of ravioli', 'Olive oil (visible sheen on the salad)']",,,
dish_1560456305,"[' Arugula (Eruca sativa)', ""That's the only identifiable ingredient visible on this white square plate.""]",,,
dish_1560456326,"['Chicken leg/thigh piece (appears herb-seasoned)', 'Fresh arugula leaves', 'White ceramic plate']",,,
dish_1560456348,"[' Roasted chicken thigh (appears to be herb-seasoned)', ' Green beans', ' Wild arugula (rocket)']",,,
dish_1560456370,"['Chicken leg quarter (appears roasted/baked)', 'French green beans (haricots verts)', 'Jasmine or Basmati white rice', 'Arugula (rocket) leaves']",,,
dish_1560456794,"['From what is visible in the image:', 'Arugula (rocket) leaves', 'White fish (appears to be a flaky variety)', 'Scallions/green onions', 'What appears to be butter sauce residue', 'Note: The image quality and angle make it challenging to identify additional ingredients or specifics about the fish variety with complete certainty.']",,,
dish_1560456814,"['Ingredients visible on the plate:', 'Red or brown rice', 'Pine nuts', 'Arugula (rocket) leaves', 'White fish fillet (appears to be a mild white fish like cod or halibut)', 'Citrus zest (visible garnish)', 'Fresh herbs (appears to be parsley)']",,,
dish_1560456833,"['Purple/red rice (appears to be a wild or forbidden rice variety)', 'Steamed broccoli florets', 'Chopped walnuts or pecans', 'Fresh arugula/rocket leaves', 'What appears to be a white fish fillet', 'Microgreens or herb garnish']",,,
dish_1560456853,"['Ingredients visible on the plate:', 'Steamed broccoli florets', 'Romaine lettuce', 'Wild/brown rice blend', 'Grilled shrimp', 'Cherry tomatoes', 'Parmesan cheese shavings', 'Mixed leafy greens (appears to be arugula)', 'What appears to be a creamy dressing (possibly Caesar)']",,,
dish_1560526408,"['From what is visible in this somewhat blurry image:', 'Mixed baby lettuce leaves', 'Cherry tomato', 'Microgreens (appears to be an assorted variety)', 'What appears to be a piece of cooked meat (though the variety is not clearly identifiable from this angle and lighting)', 'The presentation is on a square white plate.']",,,
dish_1560526447,"['Baby spinach leaves', 'Red leaf lettuce', 'Shredded carrots', 'Cucumber slices', 'Mixed salad greens']",,,
dish_1560526472,"['Baby spinach leaves', 'Strawberries', 'Blueberries', 'Mixed lettuce (appears to include red leaf lettuce)', 'Cherry tomatoes']",,,
dish_1560526490,"['Baby spinach leaves', 'Mixed lettuce (appears to be red leaf lettuce)', 'Cherry tomatoes', 'Fresh pineapple chunks', 'Appears to be some light colored dressing on the spinach (possibly vinaigrette)', 'Note: The image quality and angle make it challenging to identify any additional specific ingredients or varieties with absolute certainty.']",,,
dish_1560526514,"['Baby spinach leaves', 'Cherry tomatoes', 'Yellow cheddar cheese cubes', 'Roasted or pan-fried potatoes', 'Mixed lettuce greens (appears to include red leaf lettuce)']",,,
dish_1560526530,"['Baby spinach leaves', 'Cherry tomatoes', 'Cheddar cheese cubes', 'Roasted potatoes', 'Sliced ham or turkey cold cuts', 'Mixed salad greens (possibly including red leaf lettuce)']",,,
dish_1560526552,"['Fresh pineapple chunks', 'Cherry tomato', 'Mixed salad greens (appears to include red leaf lettuce)', 'Baby spinach leaves', 'Roasted or sautéed potato chunks', 'Scrambled eggs', 'Brown gravy or sauce (visible on eggs and potatoes)', 'Note: The image quality and angle make it challenging to identify some specific components with absolute certainty, but these are the clearly visible ingredients on the white plate.']",,,
dish_1560527105,"['Baby spinach leaves', 'Julienned carrots', 'Roasted or sautéed yellow potatoes (likely Yukon Gold variety)']",,,
dish_1560527140,"['Thick-cut bacon strips', 'Baby spinach leaves', 'Julienned carrots', 'Roasted or pan-fried yellow potatoes (likely Yukon Gold variety)', 'Sautéed mushrooms (appears to be button mushrooms)']",,,
dish_1560527168,"['Bacon strips (appears to be regular cut)', 'Roasted potato chunks', 'Baby spinach leaves', 'Fresh strawberries', 'Blueberries', 'Shredded carrots', 'Green bell pepper slices', 'Mixed green salad leaves']",,,
dish_1560527191,"['Bacon strips', 'Roasted or pan-fried potatoes', 'Mini sausages (appears to be cocktail wieners)', 'Fresh strawberries', 'Blueberries', 'Green bell peppers', 'Shredded carrots', 'Mixed salad greens', 'White ceramic square plate']",,,
dish_1560527225,"['Scrambled eggs', 'Bacon strips', 'Roasted potatoes', 'Bell peppers (green variety)', 'Cherry or grape tomatoes', 'Shredded carrots', 'Mixed salad greens']",,,
dish_1560539314,"['From what is visible on this white plate:', 'Panko breadcrumbs', 'Jalapeño peppers', 'What appears to be breaded fish (though condition and variety cannot be definitively determined from image)', 'The image quality and lighting make it challenging to identify additional ingredients with certainty.']",,,
dish_1560539340,"['From what is visible on the white plate:', 'Iceberg lettuce', 'Croutons (appears to be white bread based)', 'Green bell pepper', 'Shaved Parmesan cheese', 'Mixed breadcrumbs or crushed crackers', 'What appears to be Caesar dressing residue']",,,
dish_1560539368,"['Ingredients visible on the plate:', 'Baby carrots', 'Iceberg lettuce', 'Green bell pepper', 'Chopped white cabbage', 'White onion']",,,
dish_1560539396,"['Baby carrots', 'Romaine lettuce', 'Seasoned croutons (appears to be garlic-herb variety)', 'Parmesan cheese shavings', 'Cucumber slices', 'Caesar dressing (visible coating on lettuce)']",,,
dish_1560541680,"['Arugula (Rocket)', 'Pine nuts', 'Parmesan shavings (visible as white flakes)']",,,
dish_1560541706,"['Arugula (Rocket) leaves', 'Pine nuts', 'Shaved Parmesan cheese', 'Romaine lettuce', 'Light-colored dressing (appears to be a vinaigrette)']",,,
dish_1560541760,"['Arugula (rocket) leaves', 'Parmesan cheese shavings', 'Grilled or roasted chicken breast with glaze/sauce', 'Romaine lettuce', 'Pine nuts', 'What appears to be a balsamic-based dressing', 'Note: The lighting and angle make it slightly challenging to identify all ingredients with 100% certainty, but these are the clearly visible components on the plate.']",,,
dish_1560541793,"['Arugula (rocket)', 'Sliced carrots', 'White meat (appears to be chicken)', 'Caramelized glaze or sauce (on the meat)', 'Pine nuts', 'Avocado chunks', 'Parmesan cheese shavings', 'Cherry tomatoes or grape tomatoes', 'Mixed salad greens (appears to include frisée)']",,,
dish_1560543557,"['Brown rice', 'Romaine lettuce', 'Cherry tomatoes', 'Kalamata olives', 'Croutons (appears to be toasted bread pieces)', 'Creamy white dressing (appears to be Caesar dressing)']",,,
dish_1560543583,"['Romaine lettuce', 'Cherry tomatoes', 'Kalamata olives', 'White rice', 'Feta cheese crumbles (visible in salad)', 'Breaded chicken cutlet', 'Parsley (visible garnish)', 'Caesar dressing (apparent on lettuce)', 'Croutons (visible in salad)']",,,
dish_1560543605,"['Romaine lettuce', 'Cherry tomatoes', 'Kalamata olives', 'Brown rice', 'Chicken (appears to be in a dark sauce/glaze)', 'Brussels sprouts', 'Croutons (visible in salad portion)']",,,
dish_1560543625,"['Cherry tomatoes', 'Kalamata olives', 'Romaine lettuce', 'Brown rice', 'Grilled chicken (appears to be in a dark sauce/glaze)', 'Roasted potatoes', 'Mixed salad greens', 'Broccoli florets']",,,
dish_1560543729,"['From what is visible on the white plate:', 'Romanesco broccoli (fractals visible)', 'Potatoes (appears to be roasted)', 'Brown sauce/glaze (possibly balsamic or demi-glace based)', 'Note: The image quality and lighting make it challenging to identify any additional specific ingredients with certainty.']",,,
dish_1560543755,"['Romanesco broccoli', 'Shredded green cabbage', 'Julienned carrots', 'Green bell peppers', 'Pineapple chunks', 'Soy or teriyaki glazed protein (appears to be chicken or pork)', 'White sesame seeds']",,,
dish_1560787817,"['Plain bagel with cream cheese', 'Raspberries', 'Blackberries', 'Bacon strip, crispy cooked', 'Diced roasted sweet potatoes or yams']",,,
dish_1560798785,"['Cauliflower', 'Breaded chicken nuggets or tenders', 'Fresh broccoli florets', 'Lasagna (containing visible layers of pasta, tomato sauce, and melted cheese appears to be mozzarella)']",,,
dish_1560798815,"['Kale (appears to be curly variety)', 'Cauliflower (white variety)', 'Broccoli florets', 'Breaded chicken tenders', 'Lasagna (containing visible mozzarella cheese and tomato sauce)']",,,
dish_1560798854,"['Kale (appears to be curly variety)', 'Baby spinach', 'Cauliflower (steamed or boiled)', 'Buffalo-style chicken tenders', 'Broccoli florets', 'Lasagna (appears to have mozzarella and tomato sauce)', 'Shredded carrots (visible in salad mix)']",,,
dish_1560798928,"['Mixed baby greens (appears to include arugula and baby spinach)', 'Broccoli florets', 'Sweet potato fries (seasoned)', 'Lasagna (with tomato sauce and melted cheese visible)', 'Shredded Parmesan cheese (visible on salad)', 'Carrot shreds (visible in salad mix)']",,,
dish_1560798960,"[' Mixed baby greens (arugula, spinach)', ' Kale', ' Roasted sweet potatoes', ' Roasted broccoli', ' Lasagna (visible with tomato sauce and melted cheese)', '6. Shredded carrots (visible in salad)']",,,
dish_1560799368,"['Roasted/smoked turkey pieces (appears to be mixed white and dark meat)', ""That's all I can definitively identify on this white square plate from the image provided.""]",,,
dish_1560799407,"['Ingredients visible:', 'Baby spinach leaves', 'Shredded carrots', 'Dried cranberries', 'Candied pecans', 'Mixed spring greens', 'What appears to be a vinaigrette dressing', 'The dish appears to be a composed salad served on a square white plate.']",,,
dish_1560799590,"['Ingredients visible on plate:', 'Baby spinach leaves', 'Fresh cranberries', 'Shredded carrots', 'Roma tomatoes (appears to be part of what looks like pizza)', 'Pizza dough or flatbread', 'Marinara or tomato-based sauce', 'Fresh basil leaves (visible on the pizza portion)']",,,
dish_1560799615,"['Baby spinach leaves', 'Fresh cranberries', 'Shredded carrots', 'Roasted butternut squash (or sweet potato)', 'Sage leaves (visible with the squash)', 'Roma tomatoes (on what appears to be a baked item)', 'What appears to be a tomato-topped focaccia or similar flatbread']",,,
dish_1560799647,"['Baby spinach leaves', 'Cranberries (appears to be dried)', 'Shredded carrots', 'Roasted butternut squash cubes', 'Mixed salad greens', 'Zucchini slices', 'Pulled or shredded meat (appears to be pork or chicken)', 'Roma tomatoes', 'Vinaigrette or orange-colored dressing', 'Dark leafy greens (possibly collard or kale)']",,,
dish_1560800918,"['Mixed baby greens (appears to include red leaf lettuce and baby spinach)', 'Purple/red radicchio', 'Pine nuts', 'Red chili flakes', 'Red bell pepper (finely diced)']",,,
dish_1560800951,"['Cauliflower florets', 'Mixed baby greens (appears to include baby spinach and baby chard)', 'Blackened/charred protein (appears to be fish)', 'Pine nuts', 'Red bell pepper (finely diced)']",,,
dish_1560800988,"['Steamed cauliflower', 'Mixed salad greens (appears to include baby spinach and red leaf lettuce)', 'Bulgur wheat or cracked wheat', 'No other ingredients are clearly identifiable from this image perspective']",,,
dish_1560801020,"['Baby spinach and mixed salad greens', 'Cauliflower florets', 'Grilled chicken breast', 'Quinoa or bulgur wheat (brown grain)', 'Dark leafy greens (appears to be mixed baby lettuce varieties)', 'What appears to be balsamic vinaigrette (visible sheen on greens)', 'The image quality makes it challenging to be more specific about exact varieties of some ingredients, but these are the clearly identifiable components on the white square plate.']",,,
dish_1560801041,"['Cauliflower', 'Baby spinach leaves', 'Mixed salad greens', 'Grilled chicken breast', 'Toasted breadcrumbs or crushed nuts (appears to be a crumb coating)', 'Mixed dark leafy greens (possibly Swiss chard or beet greens)', 'Red stems (likely from chard or beet greens)']",,,
dish_1560801859,"['Cauliflower florets', 'Roasted butternut squash (appears to be)', 'Pepperoni', 'Melted mozzarella cheese', 'Fresh parsley garnish', 'What appears to be roasted pork or similar meat', 'Red tomato sauce (likely marinara)']",,,
dish_1560801883,"['Pepperoni', 'Melted mozzarella cheese', 'Roasted cauliflower florets', 'Roasted butternut squash chunks', 'Pork or chicken (appears to be roasted/grilled)', 'Fresh parsley garnish', 'Mushrooms (appears to be brown/cremini variety)']",,,
dish_1560802048,"['Kale (appears to be Lacinato/Tuscan variety)', 'Kabocha squash chunks', 'Shaved Parmesan cheese']",,,
dish_1560802092,"['Kale (appears to be Tuscan/Lacinato variety)', 'Kabocha or Acorn squash chunks', 'Shaved Parmesan cheese', 'Green bell pepper (small piece visible)', 'Grilled or sautéed chicken breast pieces']",,,
dish_1560802149,"['Kale (appears to be Lacinato/Tuscan variety)', 'Butternut squash (cubed)', 'Zucchini', 'Red bell pepper', 'Green bell pepper', 'Chicken breast', 'Pork (appears to be tenderloin)', 'Parmesan cheese shavings (visible on kale)']",,,
dish_1560802562,['Arugula (Rocket) leaves'],,,
dish_1560802730,"['Baby arugula (Eruca sativa)', 'Snow peas (Pisum sativum var. saccharatum)', 'Grilled salmon fillet']",,,
dish_1560802764,"['Arugula (rocket) leaves', 'Grilled chicken breast', 'Roasted or grilled butternut squash cubes', 'Mixed baby greens (appears to include spinach)']",,,
dish_1560802853,"['Baby arugula', 'Grilled chicken breast', 'Roasted butternut squash (cubed)', 'Shaved Parmesan cheese']",,,
dish_1560874751,"['Bagel (appears to be plain variety)', 'Cream cheese', 'Strawberries', 'Blueberries', 'Sweet potatoes (roasted chunks)', 'Bacon strips']",,,
dish_1560887435,"['Curly Kale', 'Ricotta-filled Lasagna sheets', 'Tomato sauce', 'Melted Mozzarella cheese', 'Fresh parsley (as garnish)']",,,
dish_1560887457,"[' Kale (appears to be Lacinato/Tuscan variety)', ' Eggplant (cubed)', ' Cherry tomatoes', ' Yellow squash or zucchini (cubed)', ' Lasagna or baked pasta with tomato sauce', ' Parsley (as garnish)']",,,
dish_1560887480,"['List of visible ingredients:', 'Broccoli florets', 'Bell peppers (red and yellow)', 'Cherry tomatoes', 'Sautéed mushrooms (appears to be cremini/button variety)', 'Kale leaves', 'Raw or seared tuna (appears to be ahi grade)', 'What appears to be grilled chicken pieces', 'Tofu cubes (appears pan-fried)']",,,
dish_1560888849,"['From what is visible on the white square plate:', ' Potato (appears to be roasted/fried)', ' Gravy/brown sauce residue', ' What appears to be remnants of a cream or white sauce', 'Note: The image is somewhat blurry and shows what appears to be a mostly finished plate, making it difficult to identify all ingredients with absolute certainty.']",,,
dish_1560888893,"['From what is visible on the plate:', 'White rice (appears to be medium-grain)', 'Chicken breast (with a light colored sauce/gravy)', 'Potato wedges (yellowed, likely roasted)', 'The image is slightly blurry, making it difficult to identify any specific herbs or detailed components of the sauce, but these are the main visible ingredients on the white square plate.']",,,
dish_1560888930,"['White rice', 'Chicken breast with gravy/sauce', 'Broccoli florets', 'Roasted or sautéed potato wedges', 'Brown sauce/gravy (appears to be drizzled)', 'Note: The image is somewhat blurry, which makes it challenging to identify specific varieties or preparation methods with complete certainty.']",,,
dish_1560889032,"['Baby carrots (sliced)', 'Green jalapeño pepper (appears to be fresh)', 'Toasted pine nuts', 'White meat (appears to be chicken breast)']",,,
dish_1560889061,"['Ingredients visible on the plate:', 'Mixed lettuce leaves (appears to include red leaf lettuce and frisée)', 'Sliced carrots', 'Microgreens or sprouts', 'What appears to be a white meat or fish portion (not clearly identifiable from this angle)']",,,
dish_1560961107,"['Plain bagel', 'Cream cheese (appears to be plain/regular)', 'Roasted or sautéed potatoes (likely yellow or gold variety)', 'Fresh strawberries', 'Blueberries']",,,
dish_1560961385,"['Scrambled eggs', 'Steamed broccoli florets', 'Fresh strawberries', 'Sautéed mushrooms (appears to be brown/cremini variety)']",,,
dish_1560973936,"['Wild arugula (Eruca sativa)', 'Croutons (appears to be toasted bread cubes)']",,,
dish_1560973958,"['Wild arugula (Eruca sativa)', 'Pearled Israeli couscous', 'Toasted pine nuts (visible mixed with the couscous)']",,,
dish_1560973984,"['Broccoli florets', 'Baby arugula (rocket) leaves', 'Lentils (appears to be brown/green lentils)']",,,
dish_1560974009,"[' Broccoli florets', ' Mixed salad greens (appears to include arugula and leaf lettuce)', ' Shredded cabbage (appears to be white cabbage)', ' What appears to be a spicy glazed protein (possibly chicken or tofu)', ' Brown or black grains (possibly quinoa or lentils)', ' Orange-colored sauce/glaze (appears to be a sweet chili or similar Asian-style sauce)', ' Sesame seeds (visible as garnish)']",,,
dish_1560974707,"['Baby spinach leaves', 'Cherry tomato', 'Croutons (appear to be white bread variety)', 'Note: The lighting and image quality make it difficult to identify any other specific ingredients that might be present in this salad with complete certainty.']",,,
dish_1560974769,"['Baby spinach leaves', 'White rice', 'Cherry tomato', 'What appears to be grated parmesan or similar white cheese (scattered on rice)', 'Note: The image quality makes it challenging to identify any additional subtle ingredients or seasonings that may be present.']",,,
dish_1560975346,"['From what is visible in this bowl:', 'Tomato sauce/crushed tomatoes', 'White rice', 'Mixed beans (appears to be red kidney beans)', 'Carrots', 'Sweet corn kernels', 'Red bell peppers', 'What appears to be shredded chicken', 'Note: The photo quality and lighting make it challenging to identify some ingredients with absolute certainty, but these are the main visible components in the dish.']",,,
dish_1560975601,"['Ingredients visible on the plate:', 'Iceberg lettuce', 'Broccoli florets', 'Cherry tomato', 'Orange-colored meat (appears to be chicken) in sauce', 'Bell peppers (visible in small pieces)', 'What appears to be a sesame-based sauce (visible coating on some items)', 'The image quality and lighting make it challenging to identify some components with absolute certainty, but these are the clearly visible ingredients on the white plate.']",,,
